Transaction,Amount,Time of Day,Location,Fraudulent
Purchase,4650,6,Gujarat,0
Withdrawal,1473,12,Gujarat,0
Withdrawal,1841,1,Kolkata,0
Transfer,599,8,Gujarat,0
Purchase,2030,4,Kashmir,0
Transfer,3187,0,Mumbai,0
Withdrawal,482,4,Chennai,0
Purchase,4340,7,Kolkata,0
Withdrawal,4834,7,Delhi,0
Withdrawal,2902,17,Coimbatore,0
Withdrawal,43290,1,Bangalore,1
Withdrawal,3682,2,Gujarat,0
Withdrawal,2787,12,Coimbatore,0
Transfer,782,23,Chennai,0
Withdrawal,2668,14,Chennai,0
Withdrawal,4607,4,Mumbai,1
Transfer,496,12,Kolkata,0
Purchase,805,9,Coimbatore,0
Transfer,2931,6,Bangalore,0
Purchase,3799,0,Gujarat,0
Withdrawal,100,19,Thrissur,0
Withdrawal,578,17,Delhi,0
Transfer,4592,21,Bangalore,0
Transfer,46154,4,Mumbai,1
Purchase,2562,3,Chennai,0
Purchase,1235,4,Kashmir,0
Purchase,554,16,Mumbai,0
Transfer,3030,21,Thrissur,0
Withdrawal,1957,16,Kolkata,0
Purchase,38,6,Thrissur,0
Transfer,3924,9,Kashmir,0
Transfer,3014,12,Mumbai,0
Purchase,1380,7,Thrissur,0
Withdrawal,2687,11,Chennai,0
Withdrawal,964,4,Coimbatore,0
Withdrawal,16493,5,Mumbai,1
Purchase,448,16,Coimbatore,0
Purchase,1823,6,Coimbatore,0
Purchase,657,19,Bangalore,0
Withdrawal,4874,10,Bangalore,0
Transfer,4822,3,Kashmir,0
Purchase,357,12,Mumbai,0
Purchase,4927,2,Kolkata,0
Purchase,3952,12,Delhi,0
Withdrawal,1527,13,Gujarat,0
Transfer,2382,20,Coimbatore,0
Transfer,3354,5,Kolkata,0
Purchase,2770,3,Coimbatore,0
Purchase,4166,7,Coimbatore,0
Purchase,4885,17,Mumbai,0
Purchase,12576,16,Bangalore,1
Withdrawal,3773,14,Kashmir,0
Withdrawal,3292,16,Delhi,1
Withdrawal,1678,7,Coimbatore,0
Withdrawal,3439,9,Chennai,0
Transfer,4635,7,Kolkata,0
Transfer,2382,5,Kashmir,0
Purchase,866,5,Kashmir,0
Transfer,3673,8,Gujarat,0
Transfer,1154,2,Coimbatore,0
Transfer,3470,13,Delhi,0
Withdrawal,2346,12,Delhi,0
Transfer,2930,12,Chennai,0
Transfer,2297,16,Chennai,0
Purchase,2631,19,Mumbai,0
Transfer,3816,16,Thrissur,0
Withdrawal,4173,0,Thrissur,0
Purchase,3879,4,Chennai,0
Purchase,808,6,Delhi,0
Transfer,609,10,Kolkata,0
Purchase,2613,10,Kolkata,0
Transfer,26636,0,Gujarat,1
Withdrawal,15693,4,Chennai,1
Transfer,3934,9,Mumbai,0
Purchase,2634,5,Chennai,0
Purchase,3578,3,Kolkata,0
Purchase,417,21,Bangalore,0
Transfer,4860,4,Chennai,0
Withdrawal,4256,15,Delhi,0
Purchase,662,22,Kolkata,0
Purchase,4044,9,Delhi,0
Purchase,3673,13,Gujarat,0
Transfer,4962,22,Gujarat,0
Withdrawal,847,2,Gujarat,0
Withdrawal,1503,21,Mumbai,0
Purchase,1743,0,Kashmir,0
Withdrawal,4520,16,Coimbatore,0
Purchase,9799,23,Gujarat,1
Withdrawal,2138,14,Chennai,0
Withdrawal,881,20,Chennai,0
Withdrawal,4516,17,Kolkata,0
Transfer,3141,16,Kolkata,0
Purchase,473,23,Bangalore,0
Withdrawal,2032,17,Kolkata,0
Transfer,961,21,Chennai,0
Withdrawal,3332,10,Bangalore,0
Transfer,2409,17,Kolkata,0
Withdrawal,3673,18,Mumbai,0
Purchase,1304,13,Kolkata,0
Transfer,606,17,Thrissur,0
Withdrawal,1060,1,Chennai,1
Purchase,32594,4,Delhi,1
Transfer,964,10,Delhi,0
Purchase,1731,6,Coimbatore,0
Transfer,4692,0,Kolkata,0
Withdrawal,3061,4,Thrissur,0
Withdrawal,4377,16,Chennai,0
Transfer,49299,7,Delhi,1
Transfer,3835,9,Mumbai,0
Withdrawal,1705,5,Thrissur,0
Withdrawal,4158,16,Delhi,0
Withdrawal,27846,4,Kolkata,1
Transfer,31964,5,Kashmir,1
Withdrawal,3268,18,Bangalore,0
Withdrawal,1573,3,Delhi,0
Transfer,4973,22,Bangalore,0
Withdrawal,31035,8,Mumbai,1
Transfer,2352,18,Coimbatore,0
Transfer,1544,5,Kolkata,0
Transfer,3355,0,Kashmir,0
Purchase,741,1,Kashmir,0
Purchase,935,1,Coimbatore,0
Transfer,345,1,Kashmir,0
Purchase,2306,19,Coimbatore,0
Transfer,4079,16,Chennai,0
Transfer,2477,10,Kashmir,0
Purchase,4594,23,Bangalore,0
Transfer,2246,1,Coimbatore,0
Purchase,730,20,Bangalore,0
Withdrawal,2368,5,Chennai,0
Transfer,1125,16,Kolkata,0
Withdrawal,1328,12,Mumbai,0
Purchase,4526,2,Kashmir,0
Purchase,4468,13,Bangalore,0
Purchase,593,1,Mumbai,0
Purchase,1660,21,Coimbatore,0
Purchase,901,7,Chennai,0
Transfer,1704,23,Bangalore,0
Purchase,1322,23,Bangalore,0
Purchase,3354,6,Kolkata,0
Transfer,1403,16,Gujarat,0
Purchase,2575,20,Thrissur,0
Purchase,4974,12,Kolkata,0
Purchase,1140,18,Chennai,0
Withdrawal,3227,10,Chennai,0
Transfer,4728,3,Kashmir,0
Transfer,981,15,Mumbai,0
Withdrawal,1698,4,Mumbai,0
Withdrawal,5881,23,Kolkata,1
Purchase,27507,18,Kashmir,1
Purchase,363,22,Gujarat,0
Withdrawal,3239,10,Coimbatore,0
Purchase,3720,3,Bangalore,0
Purchase,1173,23,Kolkata,0
Purchase,1737,16,Bangalore,0
Transfer,1579,16,Thrissur,0
Withdrawal,1724,5,Chennai,0
Purchase,2732,7,Thrissur,0
Purchase,4147,23,Bangalore,0
Withdrawal,212,6,Bangalore,0
Purchase,280,13,Chennai,0
Withdrawal,1376,8,Bangalore,0
Transfer,7772,4,Gujarat,1
Transfer,2233,7,Mumbai,0
Purchase,967,8,Bangalore,0
Purchase,2295,17,Kashmir,0
Purchase,650,4,Kolkata,0
Withdrawal,1333,1,Mumbai,0
Purchase,2387,1,Bangalore,0
Withdrawal,49371,1,Delhi,1
Purchase,3585,2,Bangalore,0
Purchase,2965,8,Kolkata,0
Purchase,2776,20,Mumbai,0
Withdrawal,4751,20,Thrissur,0
Withdrawal,1297,20,Bangalore,0
Withdrawal,1840,21,Thrissur,0
Transfer,3200,16,Gujarat,0
Transfer,887,14,Gujarat,0
Purchase,1012,18,Chennai,0
Purchase,1192,15,Gujarat,0
Purchase,1703,20,Mumbai,0
Transfer,4783,22,Chennai,0
Withdrawal,36728,2,Bangalore,1
Transfer,27087,15,Delhi,1
Transfer,3627,6,Bangalore,0
Transfer,802,22,Delhi,0
Transfer,460,19,Delhi,0
Transfer,2345,1,Coimbatore,0
Transfer,3115,20,Delhi,0
Withdrawal,677,21,Bangalore,0
Purchase,4240,6,Coimbatore,0
Purchase,4787,17,Kashmir,0
Purchase,7099,23,Bangalore,1
Transfer,4101,14,Coimbatore,0
Purchase,739,1,Chennai,0
Purchase,2588,23,Kolkata,0
Withdrawal,2815,5,Chennai,0
Withdrawal,3478,2,Delhi,0
Transfer,4658,18,Kolkata,0
Transfer,3273,5,Chennai,0
Transfer,3998,20,Chennai,0
Transfer,2241,23,Mumbai,0
Purchase,3309,16,Kolkata,0
Purchase,4057,23,Bangalore,0
Purchase,961,13,Gujarat,0
Purchase,1358,20,Coimbatore,0
Purchase,1939,2,Bangalore,0
Withdrawal,1543,12,Thrissur,0
Purchase,4450,19,Mumbai,0
Withdrawal,2164,2,Chennai,0
Transfer,2971,9,Bangalore,0
Purchase,1456,8,Kolkata,0
Transfer,866,1,Kolkata,0
Purchase,29928,3,Gujarat,1
Withdrawal,4176,1,Kashmir,0
Purchase,991,1,Mumbai,0
Withdrawal,2632,3,Mumbai,0
Transfer,1666,11,Kolkata,0
Transfer,4933,14,Bangalore,0
Transfer,2429,1,Gujarat,0
Purchase,1522,12,Mumbai,0
Transfer,4756,18,Bangalore,0
Purchase,3065,2,Delhi,0
Transfer,4897,17,Thrissur,0
Transfer,323,23,Kashmir,0
Withdrawal,3155,18,Delhi,0
Transfer,1386,9,Chennai,0
Transfer,944,7,Chennai,0
Transfer,4064,4,Gujarat,0
Withdrawal,3087,16,Kashmir,0
Purchase,2659,3,Coimbatore,0
Transfer,3584,22,Kashmir,0
Withdrawal,2116,21,Chennai,0
Purchase,1252,5,Delhi,0
Purchase,4951,20,Mumbai,0
Transfer,1207,6,Coimbatore,0
Withdrawal,1958,5,Kolkata,0
Transfer,1600,3,Coimbatore,0
Transfer,3945,15,Chennai,0
Purchase,2253,16,Coimbatore,0
Withdrawal,4249,18,Gujarat,0
Purchase,3868,15,Gujarat,0
Withdrawal,5632,23,Bangalore,1
Purchase,1888,11,Gujarat,0
Transfer,2132,1,Kolkata,0
Purchase,3386,16,Mumbai,0
Purchase,311,8,Kolkata,0
Purchase,4498,15,Bangalore,0
Withdrawal,1282,12,Bangalore,0
Purchase,1279,1,Bangalore,0
Withdrawal,3110,4,Kashmir,0
Transfer,6302,2,Delhi,1
Withdrawal,1133,9,Kashmir,0
Transfer,659,16,Chennai,0
Purchase,4305,20,Mumbai,0
Withdrawal,938,20,Delhi,0
Transfer,114,0,Delhi,0
Purchase,35829,0,Kolkata,1
Purchase,4867,23,Kashmir,1
Transfer,1369,7,Kashmir,0
Purchase,3418,6,Kashmir,0
Transfer,1953,14,Coimbatore,0
Purchase,4427,3,Chennai,0
Withdrawal,4283,7,Kolkata,0
Withdrawal,2624,4,Kashmir,0
Withdrawal,2638,1,Delhi,0
Purchase,2220,11,Kashmir,0
Withdrawal,4217,6,Bangalore,0
Transfer,549,1,Mumbai,0
Transfer,3893,6,Delhi,0
Purchase,2625,3,Mumbai,0
Purchase,3487,2,Thrissur,0
Transfer,26118,2,Kolkata,1
Withdrawal,3026,9,Bangalore,0
Transfer,196,9,Chennai,0
Transfer,4874,13,Chennai,0
Withdrawal,3581,13,Bangalore,0
Transfer,1733,9,Chennai,0
Withdrawal,519,4,Mumbai,0
Withdrawal,3161,17,Kolkata,0
Purchase,3784,9,Kashmir,0
Purchase,1399,2,Kolkata,0
Transfer,1261,6,Chennai,0
Purchase,487,7,Kolkata,0
Transfer,1082,18,Chennai,0
Transfer,2315,13,Kashmir,0
Transfer,1121,19,Kolkata,0
Withdrawal,2837,23,Gujarat,0
Withdrawal,4730,1,Mumbai,0
Purchase,2130,9,Thrissur,0
Withdrawal,1358,12,Kashmir,0
Transfer,1593,7,Chennai,0
Purchase,2505,10,Bangalore,0
Withdrawal,3890,6,Bangalore,0
Transfer,4113,4,Thrissur,0
Withdrawal,4564,11,Thrissur,0
Withdrawal,2757,8,Thrissur,0
Transfer,4403,12,Coimbatore,0
Transfer,2198,16,Kashmir,0
Transfer,4130,13,Thrissur,0
Purchase,3743,12,Kashmir,0
Transfer,2594,10,Chennai,0
Purchase,1252,10,Gujarat,0
Purchase,1576,23,Coimbatore,0
Withdrawal,3792,18,Coimbatore,0
Purchase,1616,21,Thrissur,0
Transfer,2399,19,Bangalore,0
Transfer,3966,17,Thrissur,0
Withdrawal,2517,20,Kolkata,0
Purchase,2610,0,Gujarat,0
Purchase,1767,16,Thrissur,0
Purchase,1130,20,Kolkata,0
Withdrawal,2861,11,Kolkata,0
Purchase,4667,3,Gujarat,0
Transfer,1125,10,Bangalore,0
Purchase,1956,11,Thrissur,0
Withdrawal,3515,19,Mumbai,0
Transfer,2800,3,Chennai,0
Transfer,1026,1,Thrissur,0
Purchase,1581,11,Mumbai,0
Withdrawal,2496,20,Gujarat,0
Withdrawal,3154,9,Kolkata,0
Withdrawal,4702,22,Chennai,0
Transfer,2814,1,Thrissur,0
Withdrawal,1738,9,Chennai,0
Purchase,3657,21,Gujarat,0
Withdrawal,4043,3,Coimbatore,0
Withdrawal,1426,2,Delhi,0
Withdrawal,1343,13,Delhi,0
Purchase,20757,5,Kolkata,1
Transfer,2374,1,Gujarat,0
Purchase,1528,0,Delhi,0
Transfer,416,11,Coimbatore,0
Purchase,40348,2,Chennai,1
Withdrawal,1127,6,Delhi,0
Purchase,3739,22,Mumbai,0
Transfer,106,12,Gujarat,0
Withdrawal,2006,6,Mumbai,0
Purchase,3098,17,Gujarat,0
Transfer,2217,1,Gujarat,0
Transfer,455,4,Coimbatore,0
Purchase,1318,20,Coimbatore,0
Purchase,4245,19,Bangalore,0
Withdrawal,336,5,Bangalore,0
Purchase,1574,1,Kashmir,0
Purchase,932,3,Mumbai,0
Transfer,90,22,Coimbatore,0
Purchase,4029,11,Mumbai,0
Transfer,4690,3,Mumbai,0
Transfer,4119,12,Gujarat,0
Purchase,18307,3,Kolkata,1
Purchase,3683,7,Mumbai,0
Withdrawal,224,3,Mumbai,0
Purchase,1713,3,Gujarat,0
Transfer,2082,11,Chennai,0
Transfer,4983,19,Kashmir,0
Transfer,743,20,Kolkata,0
Transfer,401,10,Thrissur,0
Purchase,1758,11,Mumbai,0
Transfer,338,23,Mumbai,0
Withdrawal,4788,17,Gujarat,0
Transfer,1797,18,Chennai,0
Transfer,2748,9,Thrissur,0
Transfer,47351,4,Bangalore,1
Transfer,930,4,Kolkata,0
Purchase,2492,14,Chennai,0
Purchase,3027,14,Bangalore,0
Transfer,4516,18,Coimbatore,0
Transfer,227,14,Kolkata,0
Withdrawal,4807,18,Delhi,0
Purchase,545,18,Kolkata,0
Purchase,4436,5,Kashmir,0
Withdrawal,2949,16,Mumbai,0
Purchase,3021,22,Coimbatore,0
Purchase,2178,5,Chennai,0
Transfer,645,15,Gujarat,0
Purchase,2436,7,Chennai,0
Withdrawal,3797,2,Gujarat,1
Purchase,4987,0,Delhi,0
Withdrawal,2358,9,Kolkata,0
Transfer,814,10,Delhi,0
Withdrawal,4509,5,Mumbai,0
Withdrawal,461,14,Coimbatore,0
Transfer,3685,16,Delhi,0
Transfer,4827,9,Kolkata,0
Purchase,40187,5,Kolkata,1
Purchase,223,7,Chennai,0
Transfer,34042,4,Delhi,1
Purchase,4261,10,Mumbai,0
Transfer,4211,13,Bangalore,0
Transfer,957,22,Coimbatore,0
Transfer,4321,19,Kashmir,0
Transfer,89,14,Kashmir,0
Withdrawal,1032,11,Coimbatore,0
Purchase,4821,16,Kolkata,0
Withdrawal,4487,19,Gujarat,0
Purchase,3131,15,Mumbai,0
Transfer,1660,16,Bangalore,0
Transfer,4570,20,Kashmir,0
Purchase,17047,23,Bangalore,1
Transfer,3276,11,Kolkata,0
Transfer,2598,12,Chennai,0
Purchase,2553,1,Chennai,0
Purchase,4596,14,Thrissur,0
Transfer,1763,16,Gujarat,0
Transfer,4275,17,Mumbai,0
Transfer,2252,6,Mumbai,0
Transfer,4656,2,Kashmir,0
Transfer,1581,15,Chennai,0
Withdrawal,4236,2,Chennai,1
Transfer,2678,5,Delhi,0
Purchase,3030,22,Kashmir,0
Withdrawal,1064,0,Bangalore,0
Transfer,2912,22,Mumbai,0
Withdrawal,3823,12,Gujarat,0
Withdrawal,1101,11,Gujarat,0
Transfer,1387,13,Coimbatore,0
Purchase,3203,0,Gujarat,0
Purchase,1966,12,Gujarat,0
Purchase,1831,23,Kashmir,0
Withdrawal,1433,20,Kashmir,0
Transfer,108,9,Kashmir,0
Transfer,1146,5,Coimbatore,0
Withdrawal,1663,16,Delhi,0
Purchase,4833,9,Bangalore,0
Purchase,4521,16,Kashmir,0
Withdrawal,2565,11,Thrissur,0
Purchase,3263,18,Thrissur,0
Transfer,1161,3,Chennai,0
Transfer,4164,7,Kolkata,0
Purchase,2637,10,Kolkata,0
Purchase,3309,1,Thrissur,0
Transfer,3610,8,Kashmir,0
Purchase,2782,10,Chennai,0
Transfer,215,10,Chennai,0
Purchase,14,4,Mumbai,0
Transfer,3706,7,Coimbatore,0
Purchase,1556,2,Delhi,0
Withdrawal,2742,18,Mumbai,0
Withdrawal,1264,22,Kashmir,0
Transfer,3658,16,Chennai,0
Transfer,1986,19,Coimbatore,0
Withdrawal,833,1,Gujarat,0
Withdrawal,146,2,Thrissur,0
Transfer,3150,23,Bangalore,1
Transfer,506,5,Chennai,0
Transfer,4723,0,Coimbatore,0
Purchase,743,22,Delhi,0
Purchase,2790,1,Kashmir,0
Withdrawal,974,20,Kolkata,0
Purchase,1216,16,Chennai,0
Purchase,26037,0,Bangalore,1
Transfer,2848,12,Coimbatore,0
Transfer,1875,8,Thrissur,0
Transfer,5013,10,Kolkata,1
Purchase,2961,18,Gujarat,0
Purchase,1634,16,Gujarat,0
Withdrawal,26878,0,Chennai,1
Purchase,45355,1,Chennai,1
Withdrawal,47037,1,Delhi,1
Purchase,4672,1,Gujarat,0
Withdrawal,2452,21,Gujarat,0
Transfer,4581,20,Chennai,0
Transfer,3870,10,Thrissur,0
Transfer,3622,11,Gujarat,0
Transfer,2321,16,Coimbatore,0
Purchase,2704,3,Delhi,0
Withdrawal,1261,10,Kolkata,0
Withdrawal,86,16,Chennai,0
Withdrawal,3452,17,Chennai,0
Transfer,1017,19,Kolkata,0
Purchase,34985,1,Mumbai,1
Withdrawal,2486,8,Chennai,0
Transfer,4460,17,Gujarat,0
Withdrawal,1820,4,Kolkata,0
Transfer,4458,11,Kolkata,0
Transfer,1727,6,Delhi,0
Withdrawal,2973,1,Mumbai,0
Purchase,540,22,Coimbatore,0
Transfer,4066,2,Mumbai,0
Purchase,697,23,Delhi,0
Withdrawal,465,15,Bangalore,0
Purchase,1030,4,Bangalore,0
Transfer,735,17,Delhi,0
Withdrawal,3601,15,Mumbai,0
Withdrawal,707,0,Kashmir,0
Transfer,4000,19,Kolkata,0
Transfer,4376,13,Kashmir,0
Withdrawal,14796,3,Kashmir,1
Transfer,2375,7,Gujarat,0
Withdrawal,4228,10,Kolkata,0
Transfer,4451,7,Gujarat,0
Purchase,3960,15,Coimbatore,0
Withdrawal,447,4,Chennai,0
Purchase,1516,5,Chennai,0
Purchase,1688,4,Chennai,1
Withdrawal,857,10,Coimbatore,0
Withdrawal,667,12,Coimbatore,0
Purchase,1025,0,Gujarat,0
Purchase,1997,11,Kashmir,0
Purchase,3911,12,Mumbai,0
Withdrawal,4112,22,Chennai,0
Withdrawal,2148,19,Coimbatore,0
Transfer,1915,23,Thrissur,0
Withdrawal,2831,5,Chennai,0
Withdrawal,61,5,Delhi,0
Withdrawal,1412,14,Mumbai,0
Withdrawal,508,9,Coimbatore,0
Purchase,36973,3,Kashmir,1
Withdrawal,2025,12,Chennai,0
Purchase,30,21,Thrissur,0
Withdrawal,895,4,Delhi,0
Withdrawal,3343,2,Coimbatore,0
Withdrawal,3150,6,Mumbai,0
Purchase,3345,0,Delhi,0
Transfer,409,15,Delhi,0
Purchase,1422,3,Gujarat,0
Transfer,22352,3,Delhi,1
Purchase,2819,5,Coimbatore,0
Withdrawal,4437,7,Delhi,0
Withdrawal,1966,5,Chennai,0
Transfer,1887,21,Bangalore,0
Purchase,3726,8,Kashmir,0
Withdrawal,3415,3,Mumbai,0
Transfer,548,17,Mumbai,0
Withdrawal,4419,7,Kolkata,0
Purchase,1978,18,Kolkata,0
Withdrawal,647,6,Kolkata,0
Transfer,4113,2,Kashmir,0
Withdrawal,2522,18,Kashmir,0
Withdrawal,3631,7,Kolkata,0
Purchase,529,19,Coimbatore,0
Withdrawal,4436,16,Coimbatore,0
Purchase,3613,22,Bangalore,0
Transfer,2421,19,Thrissur,0
Transfer,396,18,Chennai,0
Withdrawal,924,13,Gujarat,0
Transfer,4822,11,Kashmir,0
Purchase,463,4,Kolkata,0
Transfer,4364,2,Kashmir,0
Purchase,1614,7,Coimbatore,0
Transfer,1742,13,Chennai,0
Purchase,9031,1,Chennai,1
Withdrawal,2427,0,Chennai,1
Purchase,4823,17,Kolkata,0
Purchase,1807,6,Thrissur,0
Transfer,3551,11,Coimbatore,0
Transfer,1979,8,Coimbatore,0
Purchase,133,1,Kolkata,0
Purchase,44028,22,Gujarat,1
Purchase,1561,21,Gujarat,0
Purchase,4252,7,Mumbai,0
Transfer,3272,1,Chennai,0
Transfer,4308,11,Bangalore,0
Transfer,34038,1,Bangalore,1
Transfer,551,0,Thrissur,0
Transfer,1689,22,Thrissur,0
Transfer,1668,18,Mumbai,0
Transfer,4488,4,Coimbatore,0
Purchase,4511,18,Kashmir,0
Withdrawal,921,14,Chennai,0
Purchase,40091,4,Chennai,1
Transfer,769,9,Kolkata,0
Transfer,3534,9,Mumbai,0
Withdrawal,2873,7,Kashmir,0
Transfer,38101,4,Gujarat,1
Purchase,8498,21,Gujarat,1
Withdrawal,40675,0,Chennai,1
Transfer,2150,12,Gujarat,0
Purchase,2545,11,Gujarat,0
Purchase,730,15,Mumbai,0
Withdrawal,4469,22,Thrissur,0
Purchase,1806,16,Thrissur,0
Withdrawal,328,17,Mumbai,0
Withdrawal,1449,2,Kolkata,0
Transfer,4630,21,Delhi,0
Purchase,2999,10,Thrissur,0
Transfer,108,14,Thrissur,0
Purchase,1259,4,Delhi,0
Purchase,4191,9,Mumbai,0
Withdrawal,24483,3,Chennai,1
Withdrawal,2812,16,Kashmir,0
Withdrawal,9,19,Kolkata,0
Withdrawal,1677,1,Mumbai,0
Purchase,156,20,Chennai,0
Transfer,623,2,Kashmir,0
Transfer,581,23,Coimbatore,0
Purchase,4361,22,Kolkata,0
Withdrawal,3064,14,Gujarat,0
Withdrawal,4588,22,Kolkata,0
Withdrawal,1939,11,Gujarat,0
Withdrawal,2296,16,Chennai,0
Transfer,3151,19,Thrissur,0
Transfer,1471,16,Gujarat,0
Purchase,4262,8,Bangalore,0
Withdrawal,598,11,Kolkata,0
Withdrawal,664,0,Chennai,0
Withdrawal,609,13,Bangalore,0
Withdrawal,2317,9,Bangalore,0
Withdrawal,3790,17,Mumbai,0
Withdrawal,4632,6,Mumbai,0
Transfer,4201,13,Mumbai,0
Transfer,523,21,Bangalore,0
Purchase,1812,7,Chennai,0
Withdrawal,4739,6,Delhi,0
Withdrawal,4946,22,Coimbatore,0
Transfer,3913,22,Chennai,0
Withdrawal,1508,13,Bangalore,0
Purchase,3075,9,Thrissur,0
Purchase,3976,7,Delhi,0
Purchase,2680,14,Delhi,0
Transfer,46278,2,Mumbai,1
Transfer,4215,16,Chennai,0
Withdrawal,3404,21,Coimbatore,0
Transfer,2087,4,Bangalore,0
Transfer,4510,6,Bangalore,0
Withdrawal,788,18,Chennai,0
Withdrawal,4666,10,Chennai,0
Transfer,2155,17,Coimbatore,0
Purchase,582,16,Bangalore,0
Withdrawal,2169,22,Kashmir,0
Purchase,2134,15,Bangalore,0
Withdrawal,2002,3,Delhi,0
Transfer,1112,14,Mumbai,0
Withdrawal,4048,10,Gujarat,0
Transfer,100,16,Mumbai,0
Withdrawal,2727,7,Chennai,0
Withdrawal,1066,9,Kolkata,0
Withdrawal,44749,5,Mumbai,1
Transfer,1400,16,Gujarat,0
Transfer,2235,15,Thrissur,0
Purchase,1442,1,Chennai,0
Purchase,2491,13,Mumbai,0
Purchase,4311,11,Thrissur,0
Transfer,1512,16,Bangalore,0
Purchase,652,7,Delhi,0
Purchase,1072,1,Gujarat,0
Transfer,4148,6,Gujarat,0
Transfer,22741,0,Delhi,1
Purchase,533,15,Gujarat,0
Purchase,698,9,Mumbai,0
Transfer,1008,21,Coimbatore,0
Transfer,2987,23,Mumbai,0
Withdrawal,2025,11,Delhi,0
Withdrawal,2346,15,Thrissur,0
Purchase,1152,22,Mumbai,0
Transfer,2474,8,Delhi,0
Transfer,1411,16,Chennai,0
Transfer,1798,5,Mumbai,0
Withdrawal,2596,23,Chennai,0
Transfer,424,3,Mumbai,0
Withdrawal,1277,15,Coimbatore,0
Withdrawal,1303,11,Chennai,0
Transfer,2255,21,Bangalore,0
Purchase,1704,11,Mumbai,0
Purchase,3204,8,Bangalore,0
Transfer,3144,20,Kashmir,0
Transfer,4446,8,Gujarat,0
Withdrawal,4927,16,Gujarat,0
Purchase,4149,3,Mumbai,1
Withdrawal,1990,6,Mumbai,0
Withdrawal,1088,5,Thrissur,0
Withdrawal,2775,13,Gujarat,0
Transfer,34,6,Kolkata,0
Purchase,3707,13,Kolkata,0
Purchase,2057,0,Mumbai,0
Withdrawal,2141,23,Chennai,0
Purchase,1399,21,Mumbai,0
Withdrawal,704,6,Gujarat,0
Withdrawal,4591,22,Kolkata,0
Transfer,2541,21,Bangalore,0
Transfer,12598,23,Gujarat,1
Purchase,4823,2,Delhi,0
Withdrawal,929,14,Coimbatore,0
Withdrawal,4302,22,Bangalore,0
Purchase,4729,15,Gujarat,0
Transfer,3655,13,Delhi,0
Withdrawal,937,13,Kashmir,0
Withdrawal,4571,11,Kolkata,0
Withdrawal,2327,18,Chennai,0
Purchase,1308,23,Chennai,0
Purchase,3315,20,Kolkata,0
Withdrawal,3909,8,Delhi,0
Transfer,3213,20,Kolkata,0
Withdrawal,2609,20,Coimbatore,0
Purchase,1528,1,Mumbai,0
Purchase,1777,5,Coimbatore,0
Purchase,3884,12,Bangalore,0
Purchase,2801,4,Coimbatore,0
Withdrawal,3561,19,Chennai,0
Purchase,13209,1,Chennai,1
Withdrawal,621,0,Coimbatore,0
Transfer,24183,3,Mumbai,1
Transfer,517,21,Coimbatore,0
Purchase,634,8,Thrissur,0
Purchase,4284,14,Kolkata,0
Transfer,2251,2,Mumbai,0
Purchase,39020,23,Kolkata,1
Purchase,3085,8,Bangalore,0
Transfer,1547,9,Mumbai,0
Purchase,2056,13,Gujarat,0
Withdrawal,1358,11,Kolkata,0
Transfer,1345,23,Gujarat,0
Withdrawal,2729,13,Chennai,0
Withdrawal,4445,14,Bangalore,0
Withdrawal,85,6,Thrissur,0
Transfer,33,22,Bangalore,0
Withdrawal,1767,19,Gujarat,0
Purchase,3786,19,Gujarat,0
Withdrawal,2918,6,Thrissur,0
Purchase,487,17,Kashmir,0
Purchase,1948,12,Coimbatore,0
Transfer,4715,23,Mumbai,0
Transfer,4275,9,Mumbai,0
Transfer,1485,15,Mumbai,0
Purchase,3536,16,Thrissur,0
Purchase,2150,8,Delhi,0
Purchase,1905,19,Gujarat,0
Transfer,556,18,Chennai,0
Purchase,13628,4,Mumbai,1
Purchase,2711,10,Mumbai,0
Transfer,3972,0,Kolkata,0
Withdrawal,4076,20,Coimbatore,0
Transfer,49323,0,Bangalore,1
Purchase,641,10,Bangalore,0
Purchase,2061,11,Kolkata,0
Purchase,3977,9,Delhi,0
Purchase,742,3,Mumbai,0
Purchase,4573,1,Kolkata,0
Purchase,3455,13,Bangalore,0
Purchase,2701,17,Gujarat,0
Transfer,949,21,Kolkata,0
Withdrawal,1985,6,Thrissur,0
Transfer,4735,4,Gujarat,1
Purchase,3061,7,Gujarat,0
Purchase,3445,15,Mumbai,0
Purchase,4607,14,Chennai,0
Purchase,4338,11,Kolkata,0
Transfer,4897,18,Chennai,0
Withdrawal,2342,8,Delhi,0
Transfer,18,5,Coimbatore,0
Purchase,4616,21,Bangalore,0
Purchase,845,3,Mumbai,0
Purchase,3794,16,Bangalore,0
Purchase,2593,9,Kolkata,0
Purchase,2251,2,Kolkata,0
Withdrawal,2567,2,Bangalore,1
Transfer,2194,11,Bangalore,0
Purchase,2158,12,Coimbatore,0
Transfer,2792,23,Kolkata,0
Purchase,2679,8,Kolkata,0
Purchase,1034,21,Kolkata,0
Purchase,24722,5,Mumbai,1
Transfer,4595,16,Kolkata,0
Purchase,4922,5,Coimbatore,0
Purchase,37099,1,Kolkata,1
Withdrawal,3635,7,Mumbai,0
Transfer,2395,20,Kashmir,0
Purchase,2201,19,Gujarat,0
Purchase,2815,12,Kashmir,0
Withdrawal,16923,2,Delhi,1
Withdrawal,4273,4,Mumbai,0
Purchase,4175,11,Kolkata,0
Purchase,4209,4,Kashmir,0
